ID,Project_Code,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Vendor,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
84913,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-04-15 00:00:00,2014-04-17 00:00:00,2014-05-02 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,15826,299111.4,18.9,0.16,ABBVIE Ludwigshafen Germany,3814,29674.92,370.0
84914,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-06-30 00:00:00,2014-04-14 00:00:00,2014-06-06 00:00:00,SCMS from RDC,Generic,200mg,Tablet,90,74,688.2,9.3,0.1,"Strides, Bangalore, India.",See DN-3626 (ID#:83781),See DN-3626 (ID#:83781),0.71
84915,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-06-30 00:00:00,2014-04-14 00:00:00,2014-06-06 00:00:00,SCMS from RDC,Generic,150mg,Tablet,60,210,468.3,2.23,0.04,"Strides, Bangalore, India.",See DN-3626 (ID#:83781),See DN-3626 (ID#:83781),0.48
84916,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2014-04-30 00:00:00,2014-04-25 00:00:00,2014-06-06 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,3300,12474.0,3.78,0.13,Mylan (formerly Matrix) Nashik,259,1008.9,15.43
84917,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-30 00:00:00,2014-04-25 00:00:00,2014-06-11 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,52200,562716.0,10.78,0.36,Hetero Unit III Hyderabad IN,See DN-3632 (ID#:82665),See DN-3632 (ID#:82665),578.47
84918,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-05-05 00:00:00,2014-04-25 00:00:00,2014-05-13 00:00:00,SCMS from RDC,Generic,20mg/ml,Oral solution,240,30,251.4,8.38,0.03,"Aurobindo Unit III, India",11,871.8,0.26
84919,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-06 00:00:00,2014-05-19 00:00:00,2014-06-12 00:00:00,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,29440,136601.6,4.64,0.15,Ranbaxy per Shasun Pharma,See DN-3648 (ID#:84360),See DN-3648 (ID#:84360),140.43
84920,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-21 00:00:00,2014-05-01 00:00:00,2014-06-11 00:00:00,SCMS from RDC,Generic,600/300mg,Tablet - FDC,30,3291,44494.32,13.52,0.45,"Aurobindo Unit III, India",See DN-3655 (ID#:83237),See DN-3655 (ID#:83237),45.74
84921,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-21 00:00:00,2014-05-01 00:00:00,2014-06-11 00:00:00,SCMS from RDC,Generic,600/300mg,Tablet - FDC,30,3709,50145.68,13.52,0.45,"Aurobindo Unit III, India",See DN-3655 (ID#:83237),See DN-3655 (ID#:83237),51.55
84922,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-30 00:00:00,2014-04-22 00:00:00,2014-06-11 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,75235,610155.85,8.11,0.14,"Strides, Bangalore, India.",9080,34551.83,627.24
84925,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2014-04-30 00:00:00,2014-05-12 00:00:00,2014-06-24 00:00:00,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,2581,9678.75,3.75,0.06,"Strides, Bangalore, India.",110,1955.22,9.95
84926,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-16 00:00:00,2014-05-17 00:00:00,2014-06-23 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,61123,658905.94,10.78,0.36,Hetero Unit III Hyderabad IN,8281,14311,815.07
84927,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-30 00:00:00,2014-05-16 00:00:00,2014-06-30 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,54000,1020600.0,18.9,0.16,ABBVIE Ludwigshafen Germany,11971,44448.75,1262.48
84928,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-30 00:00:00,2014-05-30 00:00:00,2014-06-23 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,225000,2425500.0,10.78,0.36,"Aurobindo Unit VII, IN",37973,15873.95,3000.34
84929,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-30 00:00:00,2014-07-03 00:00:00,2014-07-09 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,30666,67771.86,2.21,0.04,Hetero Unit III Hyderabad IN,1878,11085.83,83.83
84930,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-06-30 00:00:00,2014-05-09 00:00:00,2014-05-23 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,92125,608025.0,6.6,0.11,Mylan (formerly Matrix) Nashik,7982,45180.63,625.05
84931,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-06-30 00:00:00,2014-05-09 00:00:00,2014-05-23 00:00:00,SCMS from RDC,Generic,200mg,Tablet,90,10534,97966.2,9.3,0.1,"Strides, Bangalore, India.",2,45180.62,100.71
84934,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-06-30 00:00:00,2014-06-03 00:00:00,2014-07-18 00:00:00,SCMS from RDC,Generic,200/50mg,Tablet,120,1031,20321.01,19.71,0.16,Mylan (formerly Matrix) Nashik,298,4353.04,20.89
84935,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-06-16 00:00:00,2014-06-04 00:00:00,2014-07-09 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,573,1839.33,3.21,0.11,"Strides, Bangalore, India.",See DN-3739 (ID#:83804),See DN-3739 (ID#:83804),2.28
84936,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2014-06-16 00:00:00,2014-06-17 00:00:00,2014-07-17 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral suspension,100,6778,8811.4,1.3,0.01,"Aurobindo Unit III, India",1358,3150.3,9.06
84937,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31 00:00:00,2014-07-25 00:00:00,2014-09-05 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,30000,96300.0,3.21,0.11,"Strides, Bangalore, India.",See DN-3752 (ID#:84373),See DN-3752 (ID#:84373),99.0
84938,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-09 00:00:00,2014-07-18 00:00:00,2014-08-07 00:00:00,SCMS from RDC,Generic,600/300mg,Tablet - FDC,30,2555,34543.6,13.52,0.45,Mylan (formerly Matrix) Nashik,227,227.19,35.51
84939,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31 00:00:00,2014-10-06 00:00:00,2014-10-13 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,20340,65291.4,3.21,0.11,"Strides, Bangalore, India.",1242,9384,67.12
84940,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-30 00:00:00,2014-06-24 00:00:00,2014-07-01 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,14758,278926.2,18.9,0.16,ABBVIE Ludwigshafen Germany,3030,2994.62,345.03
84942,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2014-07-31 00:00:00,2014-09-25 00:00:00,2014-10-06 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral suspension,100,28464,37003.2,1.3,0.01,"Aurobindo Unit III, India",See DN-3762 (ID#:82685),See DN-3762 (ID#:82685),45.77
84943,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30 00:00:00,2014-06-20 00:00:00,2014-07-07 00:00:00,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,153560,721732.0,4.7,0.16,"Aurobindo Unit VII, IN",18528,31514.85,741.94
84944,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-30 00:00:00,2014-07-11 00:00:00,2014-08-04 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,44716,101058.16,2.26,0.04,Hetero Unit III Hyderabad IN,5925,13770.65,103.89
84945,102-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-25 00:00:00,2014-09-12 00:00:00,2014-10-13 00:00:00,SCMS from RDC,Generic,20mg/ml,Oral solution,240,301,0.0,0.0,0.0,"Aurobindo Unit III, India",Weight Captured Separately,Invoiced Separately,0.0
84947,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-31 00:00:00,2014-10-30 00:00:00,2014-11-07 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,8283,26588.43,3.21,0.11,"Cipla, Goa, India",See DN-3875 (ID#:83255),See DN-3875 (ID#:83255),27.33
84949,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30 00:00:00,2014-09-05 00:00:00,2014-09-08 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,800,3024.0,3.78,0.13,Hetero Unit III Hyderabad IN,64,166.96,3.11
84950,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-15 00:00:00,2014-08-15 00:00:00,2014-08-25 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,108650,348766.5,3.21,0.11,"Strides, Bangalore, India.",9741,9360.14,358.53
84951,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30 00:00:00,2014-06-29 00:00:00,2014-08-04 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,48253,105191.54,2.18,0.04,"Strides, Bangalore, India.",See DN-3825 (ID#:82702),See DN-3825 (ID#:82702),108.14
84952,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29 00:00:00,2014-11-05 00:00:00,2014-11-07 00:00:00,SCMS from RDC,Generic,150/30mg,Tablet - FDC,60,26700,66483.0,2.49,0.04,"Strides, Bangalore, India.",1307,1482.7,68.34
84953,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31 00:00:00,2014-07-25 00:00:00,2014-07-31 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,100000,652000.0,6.52,0.11,Hetero Unit III Hyderabad IN,8528,8635.96,670.26
84955,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-30 00:00:00,2014-07-25 00:00:00,2014-07-31 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,39132,86481.72,2.21,0.04,Hetero Unit III Hyderabad IN,2426,2413.89,88.9
84956,103-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2014-09-01 00:00:00,2014-09-01 00:00:00,2014-09-02 00:00:00,SCMS from RDC,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,3274,18432.62,5.63,0.09,"Cipla, Patalganga, India",See DN-3842 (ID#:82706),See DN-3842 (ID#:82706),18.95
84957,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-08-13 00:00:00,2014-09-24 00:00:00,2014-11-06 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,1540,5821.2,3.78,0.13,Mylan (formerly Matrix) Nashik,See DN-3843 (ID#:82707),See DN-3843 (ID#:82707),5.98
84966,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2014-07-30 00:00:00,2014-08-01 00:00:00,2014-08-22 00:00:00,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,2274,8527.5,3.75,0.06,"Strides, Bangalore, India.",100,1511.4,8.77
84967,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-31 00:00:00,2014-10-30 00:00:00,2014-11-13 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,6600,21186.0,3.21,0.11,"Strides, Bangalore, India.",See DN-3865 (ID#:82723),See DN-3865 (ID#:82723),21.78
84968,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29 00:00:00,2014-09-29 00:00:00,2014-10-06 00:00:00,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,20000,74600.0,3.73,0.06,Mylan (formerly Matrix) Nashik,3431,19379.94,92.28
84969,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29 00:00:00,2014-09-02 00:00:00,2014-10-17 00:00:00,SCMS from RDC,Generic,200/50mg,Tablet,120,32905,648557.55,19.71,0.16,Mylan (formerly Matrix) Nashik,5111,10944.73,666.72
84970,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-31 00:00:00,2014-10-27 00:00:00,2014-11-07 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,74930,607682.3,8.11,0.14,Mylan (formerly Matrix) Nashik,9100,6507.33,624.7
84971,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-09-30 00:00:00,2014-10-24 00:00:00,2014-11-10 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,1090,2289.0,2.1,0.01,"Cipla, Goa, India",408,5580.44,2.35
84972,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2014-09-15 00:00:00,2014-09-19 00:00:00,2014-09-19 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,2125,4462.5,2.1,0.01,"Cipla, Goa, India",796,5603.78,5.52
84974,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-11-27 00:00:00,2014-11-27 00:00:00,2014-12-23 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,2651,14421.44,5.44,0.09,"Aurobindo Unit III, India",155,3028.36,14.83
84975,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-30 00:00:00,2014-09-03 00:00:00,2014-09-05 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,45520,369167.2,8.11,0.14,Mylan (formerly Matrix) Nashik,See DN-3913 (ID#:84409),See DN-3913 (ID#:84409),379.5
84978,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-31 00:00:00,2014-09-25 00:00:00,2014-09-26 00:00:00,SCMS from RDC,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,4000,8600.0,2.15,0.04,"Cipla, Goa, India",474,1332.7,8.84
84979,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-31 00:00:00,2014-10-30 00:00:00,2014-11-13 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,7977,90618.72,11.36,0.19,"Aurobindo Unit III, India",See DN-3939 (ID#:82732),See DN-3939 (ID#:82732),93.16
84980,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30 00:00:00,2014-10-02 00:00:00,2014-10-22 00:00:00,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,11536,54219.2,4.7,0.16,Ranbaxy per Shasun Pharma,1046,1157.78,55.74
84981,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-30 00:00:00,2014-09-23 00:00:00,2014-10-17 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral suspension,240,10000,13000.0,1.3,0.01,"Aurobindo Unit III, India",3731,4329.61,13.36
84982,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-14 00:00:00,SCMS from RDC,Generic,20mg/ml,Oral solution,240,100,838.0,8.38,0.03,"Aurobindo Unit III, India",44,863.24,0.86
84984,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-10-31 00:00:00,2014-10-15 00:00:00,2014-10-28 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,2532,16711.2,6.6,0.11,Mylan (formerly Matrix) Nashik,See DN-3952 (ID#:82736),See DN-3952 (ID#:82736),17.18
84988,103-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-24 00:00:00,2014-10-30 00:00:00,2014-11-07 00:00:00,SCMS from RDC,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,15000,29850.0,1.99,0.03,"Cipla, Goa, India",1037,891.65,30.69
84991,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2015-04-14 00:00:00,2015-04-14 00:00:00,2015-04-14 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,5850,12753.0,2.18,0.04,Hetero Unit III Hyderabad IN,See DN-3954 (ID#:82743),See DN-3954 (ID#:82743),13.11
84992,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2015-01-30 00:00:00,2015-02-18 00:00:00,2015-02-23 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,714,1499.4,2.1,0.01,"Cipla, Goa, India",See DN-3975 (ID#:82748),See DN-3975 (ID#:82748),1.54
84994,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-11-30 00:00:00,2014-10-30 00:00:00,2014-11-03 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,100000,811000.0,8.11,0.14,"Cipla, Goa, India",See DN-3999 (ID#:82752),See DN-3999 (ID#:82752),833.71
84995,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2015-01-30 00:00:00,2015-01-23 00:00:00,2015-01-28 00:00:00,SCMS from RDC,Generic,600/200/300mg,Tablet - FDC,30,12783,151989.87,11.89,0.4,Mylan (formerly Matrix) Nashik,1371,7585.82,156.25
84996,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-28 00:00:00,2014-12-02 00:00:00,2014-12-08 00:00:00,SCMS from RDC,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,137,697.33,5.09,0.08,"Cipla, Patalganga, India",2014,7726.12,0.72
84997,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-28 00:00:00,2014-12-02 00:00:00,2014-12-08 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,64445,206868.45,3.21,0.11,"Strides, Bangalore, India.",5678,20052.11,212.66
84999,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2015-01-30 00:00:00,2014-12-19 00:00:00,2014-12-23 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,126840,853633.2,6.73,0.11,Hetero Unit III Hyderabad IN,11283,42947.44,877.53
85000,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2015-03-02 00:00:00,2015-03-02 00:00:00,2015-03-09 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,380,1436.4,3.78,0.13,Hetero Unit III Hyderabad IN,See DN-4032 (ID#:82757),See DN-4032 (ID#:82757),1.48
85001,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2015-03-02 00:00:00,2015-03-02 00:00:00,2015-03-09 00:00:00,SCMS from RDC,Generic,200/50mg,Tablet,120,13642,264381.96,19.38,0.16,"Aurobindo Unit III, India",See DN-4032 (ID#:82757),See DN-4032 (ID#:82757),271.78
85002,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2015-01-30 00:00:00,2015-01-05 00:00:00,2015-01-06 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,45000,485100.0,10.78,0.36,Mylan (formerly Matrix) Nashik,5083,6948.04,498.68
85003,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2015-02-16 00:00:00,2015-01-24 00:00:00,2015-02-03 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,3663,69230.7,18.9,0.16,ABBVIE Ludwigshafen Germany,See DN-4041 (ID#:83291),See DN-4041 (ID#:83291),71.17
85004,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-01-30 00:00:00,2014-12-29 00:00:00,2015-01-06 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,33147,218770.2,6.6,0.11,Hetero Unit III Hyderabad IN,32,5798.14,224.9
85005,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-01-30 00:00:00,2014-12-29 00:00:00,2015-01-06 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,320300,2472716.0,7.72,0.13,Mylan (formerly Matrix) Nashik,87076,194623.44,2541.95
85007,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2015-02-16 00:00:00,2015-01-19 00:00:00,2015-01-27 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,4236,15037.8,3.55,0.12,Hetero Unit III Hyderabad IN,See DN-4064 (ID#:82765),See DN-4064 (ID#:82765),15.46
85008,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2015-01-30 00:00:00,2015-02-19 00:00:00,2015-02-20 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,132000,871200.0,6.6,0.11,Mylan (formerly Matrix) Nashik,10615,22520.71,895.59
85009,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-01-30 00:00:00,2015-01-14 00:00:00,2015-01-20 00:00:00,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,4,18.44,4.61,0.15,"Cipla, Kurkumbh, India",34119,69737,0.02
85010,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2015-02-16 00:00:00,2015-01-30 00:00:00,2015-02-02 00:00:00,SCMS from RDC,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,6000,11940.0,1.99,0.03,"Cipla, Goa, India",404,2055.25,14.05
85011,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2015-02-16 00:00:00,2015-03-12 00:00:00,2015-03-16 00:00:00,SCMS from RDC,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,19389,38778.0,2.0,0.03,"Cipla, Goa, India",1293,4916,39.86
85012,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-02-28 00:00:00,2015-02-05 00:00:00,2015-02-10 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,3194,24657.68,7.72,0.13,Hetero Unit III Hyderabad IN,23220,51645.79,25.35
85013,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2015-02-03 00:00:00,2015-02-10 00:00:00,2015-02-16 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,11607,219372.3,18.9,0.16,ABBVIE Ludwigshafen Germany,2653,14056.46,258.2
85018,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2015-02-27 00:00:00,2015-02-28 00:00:00,2015-03-05 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,9360,89856.0,9.6,0.32,Mylan (formerly Matrix) Nashik,See DN-4144 (ID#:82781),See DN-4144 (ID#:82781),105.76
85019,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2015-03-31 00:00:00,2015-03-20 00:00:00,2015-03-23 00:00:00,SCMS from RDC,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,1700,3315.0,1.95,0.03,"Mylan,  H-12 & H-13, India",268,1061.37,3.9
85020,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-03-02 00:00:00,2015-03-10 00:00:00,2015-03-17 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,51431,335330.12,6.52,0.11,Hetero Unit III Hyderabad IN,19196,43055.82,344.72
85022,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2015-05-15 00:00:00,2015-05-25 00:00:00,2015-06-22 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,108856,339630.72,3.12,0.1,"Strides, Bangalore, India.",6431,43219.06,399.75
85024,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-04-30 00:00:00,2015-03-18 00:00:00,2015-03-20 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,200000,1920000.0,9.6,0.32,Hetero Unit III Hyderabad IN,See DN-4190 (ID#:84461),See DN-4190 (ID#:84461),1973.76
85025,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2015-06-16 00:00:00,2015-05-25 00:00:00,2015-06-15 00:00:00,SCMS from RDC,Generic,20mg/ml,Oral solution,240,140,956.2,6.83,0.03,"Aurobindo Unit III, India",139,973.2,1.13
85026,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2015-04-30 00:00:00,2015-04-22 00:00:00,2015-04-24 00:00:00,SCMS from RDC,Generic,300/300mg,Tablet - FDC,30,13549,62189.91,4.59,0.15,"Cipla, Kurkumbh, India",1354,Freight Included in Commodity Cost,63.93
85027,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-06-30 00:00:00,2015-04-15 00:00:00,2015-04-20 00:00:00,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,912,3283.2,3.6,0.06,Mylan (formerly Matrix) Nashik,71,134,3.38
85029,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2015-06-19 00:00:00,2015-06-08 00:00:00,2015-06-19 00:00:00,SCMS from RDC,Generic,600/300/300mg,Tablet - FDC,30,100000,960000.0,9.6,0.32,Hetero Unit III Hyderabad IN,See DN-4255 (ID#:83911),See DN-4255 (ID#:83911),1129.92
85030,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2015-06-08 00:00:00,2015-06-08 00:00:00,2015-06-19 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,36971,241050.92,6.52,0.11,Mylan (formerly Matrix) Nashik,See DN-4253 (ID#:83334),See DN-4253 (ID#:83334),247.8
85031,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2015-06-08 00:00:00,2015-06-08 00:00:00,2015-06-19 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,25526,166429.52,6.52,0.11,Hetero Unit III Hyderabad IN,See DN-4253 (ID#:83334),See DN-4253 (ID#:83334),171.09
85032,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2015-06-30 00:00:00,2015-04-29 00:00:00,2015-04-29 00:00:00,SCMS from RDC,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,13660,49176.0,3.6,0.06,Mylan (formerly Matrix) Nashik,849,1871.34,50.55
